id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
31637423,Allowed memory size of X bytes exhausted (tried to allocate X bytes) in PHP,<p>I am getting this error:</p> <blockquote> <p>Allowed memory size of 33554432 bytes exhausted (tried to allocate 43148176 bytes)</p> </blockquote> <p>What I am trying to do is on my home page there is popup login form where users login and gets into a 'site/members_area'page. But something very bad is happening with me here after filling up the form when I click on login button. I am getting these errors: firstly maximum execution time limit after correcting that I get above error increased the memory limit which is not good practice for good coding.</p> <p>And even my code doesn't need that much memory - where am I going wrong? In last after spending huge amount of time after submitting the form I get 500 internal server error? I have already search Stack Overflow for this question but no use?</p> <p>I am directing my form to my <code>LoginController</code> which is</p> <pre><code>&lt;?php if ( ! defined('BASEPATH')) exit('No direct script access allowed'); print_r( debug_backtrace() ); ini_set('memory_limit' '-1'); ini_set('max_execution_time' 3000); class LoginController extends CI_Controller { public function __construct() { parent::__construct(); $this-&gt;load-&gt;library('session'); $this-&gt;load-&gt;helper('form'); $this-&gt;load-&gt;helper('url'); $this-&gt;load-&gt;helper('html'); $this-&gt;load-&gt;database(); $this-&gt;load-&gt;library('form_validation'); } public function index() { //load the login model $this-&gt;load-&gt;model('login_model'); $qry=$this-&gt;login_model-&gt;validate(); if($qry) //if user's credentials validated { $data=array( 'username'=&gt;$this-&gt;input-&gt;post('username') 'is_logged_in'=&gt;TRUE ); $this-&gt;session-&gt;set_userdata($data); redirect('site/members_area'); } else { $this-&gt;index(); } } }?&gt; </code></pre> <p>My model is:</p> <pre><code>&lt;?php if ( ! defined('BASEPATH')) exit('No direct script access allowed'); class Login_model extends CI_Model { function __construct() { // Call the Model constructor parent::__construct(); $this-&gt;load-&gt;database(); } /*//get the username &amp; password from tbl_usrs function get_user($usr $pwd) { $sql = select * from tbl_usrs where username = ' . $usr . ' and password = ' .$pwd . ' ; $query = $this-&gt;db-&gt;query($sql); return $query-&gt;num_rows(); } */ function validate() { $this-&gt;db-&gt;where('username'$this-&gt;input-&gt;post('username')); $this-&gt;db-&gt;where('password'md5($this-&gt;input-&gt;post('password'))); $qry=$this-&gt;db-&gt;get('tbl_usrs'); if($qry-&gt;num_rows==1) { return true; } }// function validate ends }?&gt; </code></pre> <p>There is no infinite loop and neither I am trying to read any file.</p>,31641512,1,23,,7/26/2015 13:20:39,,7/26/2015 21:16:49,7/26/2015 13:26:05,,472495,user4706838,,,1,1,php|codeigniter|server,94
23247121,Test a Backbone.js View,<p>I'm currently testing a backbone view with Jasmine and I am having some trouble. I'm trying to isolate the View from all the other elements (the other view that are instantiated the collection) but it is nearly impossible.</p> <pre><code>initialize: function(options) { if(options.return) {return;} var view = this; var name = options.name; var localizedElements = app.helpers.Locale.l().modules.case[name]; var swap notification; this.name = name.capitalizeFirstLetter(); this.collection.on('sort' this.refreshGui this); return this.render('/case/' + name + '/' + this.name + 'Box.txt' localizedElements this.$el).done(function() { new app.views.Buttons({el: view.$el.find('.Buttons')}); _.each(view.collection.models function(model) { new app.views['Folded' + this.name]({model: model el: this.$('table')}); } view); if(!view.collection.findWhere({isPreferred: true}) || !view.collection.findWhere({isPrescribedForms: true})) { if(!view.collection.findWhere({isPreferred: true})) { swap = {entity: 'address' preferenceType: 'preferred'}; notification = app.helpers.Locale.l().generic.warningMessages.missingPreference.swap(swap); var preferredNotification = [notification]; app.helpers.Notification.addNotifications('warnings' {missingPreferred: preferredNotification}); } if(!view.collection.findWhere({isPrescribedForms: true})) { swap = {entity: 'address' preferenceType: 'prescribed forms'}; notification = app.helpers.Locale.l().generic.warningMessages.missingPreference.swap(swap); var prescribedFormsNotification = [notification]; app.helpers.Notification.addNotifications('warnings' {missingPrescribedForms: prescribedFormsNotification}); } } }); } </code></pre> <p>For example where there are the two ifs  the view is talking to the collection and a helper: Notification Helper . How am I suppose to test this part of the code if I mocked the collection and the notification helper? I mean I am testing the VIEW but now it seems like I have to test other elements of my application in my view...</p>,23247678,1,0,,4/23/2014 14:16:57,,4/23/2014 14:40:35,,,,user1834464,,,1,0,javascript|unit-testing|backbone.js|jasmine,61
178449,Getting selected members from multiselect list view ctrl,<p>I have a list view control which at the moment only allows one item to be selected. I then read this via the following code:</p> <p>void CApp::OnNMClickList1(NMHDR *pNMHDR LRESULT *pResult) { int nSelected = (m_List.GetSelectionMark()); ...</p> <p>However now I want to make this list able to multiselect GetSelectionMark() always returns one index. Can anyone help me recode this to return a list of selected indexes?</p>,178515,1,0,,10/7/2008 13:30:20,,10/7/2008 13:53:10,,,,Whyamistilltyping,18664,,1,0,c++|mfc|controls,1095
3457117,javascript object transfer,<p>Is there any way to transfer a javascript object from one runtime(can be browser) to another?</p> <p>of course I can seralize the oject to string and eval() it on the other machine but is there more efficient way to do so?</p>,3457140,1,0,,8/11/2010 9:42:42,,8/11/2010 9:47:02,,,,user417069,,,1,0,javascript,90
458708,Finding how long a particular DOM element took to load,<p>I am working on a JavaScript utility that tells the user the number of 3rd party links embedded into a web page. I'd like to be able to give metrics on how long they took to load (and possibly payload size) much like FireBug but I don't know if I can get at this information using raw JS.</p> <p>The consumers of this tool are business people who won't be running Firefox or understand firebug etc.</p> <p>Any suggestions?</p>,458726,1,0,,1/19/2009 18:55:11,,1/20/2009 0:47:56,,,,FlySwat,1965,,1,0,javascript,101
939602,Structure of Image,<p>using java and jna I call a fonction : trace(potrace_ bitmap_s)</p> <pre><code>struct potrace_bitmap_s { int w h; int dy; /* scanline offset in words */ potrace_word *map; /* pixel data dy*h words */ }; typedef struct potrace_bitmap_s potrace_bitmap_t; </code></pre> <p>w h: are width and height of a bitmap</p> <p>in doc of library a found this </p> <blockquote> <p>Here potrace_word is an unsigned integer type defined in potracelib.h. It is usually equal to a native machine word (i.e. 32 bits on a 32-bit architecture). In the following explanation we assume that the type potrace_word holds N bits.</p> <p>A bitmap of dimensions w*h is divided bottom to top into h horizontal scanlines. Each scanline is divided left to right into blocks of N pixels. Each such block of N pixels is stored as a single potrace_word with the leftmost pixels of the block corresponding to the most significant bit of the word and the rightmost pixel of the block corresponding to the least significant bit of the word. Pixels that are “on” (or “black” or “foreground”) are represented by bit value 1. Pixels that are “off” (of “white” or “background”) are represented by bit value 0. If the number of bits in a scanline is not divisible by N then the rightmost word of the scanline is padded on the right with zeros. The data for scanline 0 (the bottom-most scanline) begins at map[0]. The data for scanline 1 begins at map[dy]. The data for scanline 2 begins at map[2*dy] and so forth. Note that dy can be either positive or negative depending on how an application wishes to lay out the image data in memory.</p> </blockquote> <p>but I not understood how I can represente in java map.</p> <pre><code>public class Potrace_bitmap_t extends Structure{ int w h; /* width and height in pixels */ int dy; /* scanline offset in words */ map ??; /* pixel data dy*h words */ } </code></pre>,939920,1,0,,6/2/2009 13:39:14,,6/2/2009 14:36:24,,,,ryam,,,1,0,dll|jna,105
487780,navigation for limiting sql records,<p>I want to write a page that will show all the records from a database and have it limited using the SQL LIMIT syntax. </p> <p>My question is how would I use PHP to automatically generate the links? Would I have a variable that would automatically increase somehow hardcode the links in etc Is there a convention or best practise for this kind of thing?</p>,487792,1,0,,1/28/2009 14:21:04,,1/28/2009 14:23:52,,,,user1253538,1246613,,1,0,php|mysql,139
1408727,How to restrict ASP.NET permissions per page or per directory (code access security per page or per directory),<p>This is the scenario:</p> <p>-Hosted web application. </p> <p>-Application trust level is full trust because of external components. </p> <p>-Customer should be able to customize some web pages. </p> <p>I thought about using an html template that they can modify. But it is not flexible enough. For example if there is logic things get messy and difficult: if user is logged in render this way if we are in that page render this part differently etc etc. I end up creating a new scripting language customers won’t like it. </p> <p>I would like to use an aspx page that they can modify. The problem is that they can write any code in the aspx page access the file system etc. </p> <p>Questions:</p> <p>-Is there a way in ASP.NET to restrict certain directory or web page permissions (i.e. code access security per page or per directory)? </p> <p>-Any other suggestions for implementing secure customizable web pages?</p>,1408737,1,0,,9/11/2009 2:42:55,,9/11/2009 2:46:49,,,,Jack Rae,,,1,1,asp.net|security|permissions,1282
18940090,console.logging numbers starting with 0,<p>Just an odd question not sure quite how to ask and cant find the answer to my question so asking here. Sorry this is a strange and dumb question but I was just fooling around typing random code:</p> <pre><code> var thing=prompt( what number? ); if(thing&lt;100) { console.log(001001001); } else { console.log(0101001); } </code></pre> <p>I really made this for no reason and it serves no logical purpose.Its funny because when I type console.log(001001001) the editor I use even says don't use extra leading 0s. Why is it that 001001001 comes out as 262657 and 0101001 prints out 33281 and so on? I'm just curious and I couldn't find this anywhere on google or stackoverflow.</p>,18940095,1,0,,9/22/2013 3:46:56,,9/22/2013 3:48:54,,,,user2755667,,,1,1,javascript,34
173466,Using Microsoft.Sdc.Tasks.ServiceProcess.ControlService how do I check if a service exists on a remote machine?,<p>I'm trying to check if a service exists on a remote machine using the <code>Microsoft.Sdc.Tasks.ServiceProcess.ControlService</code> task.</p> <pre><code>&lt;ControlService MachineName= $(TargetMachineName) Action= Exists ServiceName= w3svc &gt; &lt;Output PropertyName= W3ServiceExists TaskParameter= ServiceExists /&gt; &lt;/ControlService&gt; </code></pre> <p>When I use the above task declaration I get this output from MSBUILD.</p> <blockquote> <p><code>(4254): error MSB4065: The ServiceExists parameter is not marked for output by the ControlService task.</code></p> </blockquote> <p>Is there a way to use the ControlService class to get whether or not a service exists on a remote machine?</p>,176890,1,0,,10/6/2008 7:27:20,,10/23/2008 19:42:34,,,,spoon16,3957,,1,1,.net|msbuild,559
28917996,Hbase column family design importance,<p>I am studying HBase but can't find for myself answer for one question.</p> <p>Let's consider the following situation. We have five physical (hardware) servers (0-4). Hmaster is installed on server 0 and four hregion servers are installed on server 1-4. And we have one very big table which we need to work with these five servers. </p> <p>As I understand every region server is responsible for certain region (some set of rows(!)). It means that always one row (including ALL its column familycolumns and cells) is located only in ONE region server (in our example in ONE physical server).</p> <p>If what I wrote is right I can't understand what is the use and importance of column family. Please correct me if I am wrong and/or exmplain what column families are used for.</p>,28918071,1,0,,3/7/2015 17:45:37,,3/7/2015 17:53:04,,,,user2022068,,,1,1,java|hbase,79
649690,ListView_SetBkImage does not work on XP,<p>I want to set the background image of a ListView control in my Shell Extension. The ListView inherits IShellView and I am using the following code:-</p> <pre><code>HBITMAP m_hBmp = (HBITMAP)::LoadImage( hinst MAKEINTRESOURCE( IDB_BITMAP1 ) IMAGE_BITMAP 0 0 LR_CREATEDIBSECTION | LR_LOADMAP3DCOLORS); if ( m_hBmp ) { LVBKIMAGE bki; bki.ulFlags= LVBKIF_SOURCE_HBITMAP; bki.hbm = m_hBmp; bki.cchImageMax = sizeof( bki.hbm ); bki.xOffsetPercent = 50; bki.yOffsetPercent = 50; ListView_SetBkImage(m_hwndList&amp;bki); } </code></pre> <p>The above code works fine in Vista but for some reason it does not work in XP. Is there anything that I am missing?</p>,746703,1,0,,3/16/2009 8:59:03,,4/14/2009 8:00:47,,,,Abhimanyu Sirohi,73535,,1,1,listview,349
23398824,How to get an imageView in a fxml file,<p>i have this fxml file</p> <pre><code>&lt;?xml version= 1.0 encoding= UTF-8 ?&gt; &lt;?import java.lang.*?&gt; &lt;?import java.util.*?&gt; &lt;?import javafx.scene.*?&gt; &lt;?import javafx.scene.control.*?&gt; &lt;?import javafx.scene.effect.*?&gt; &lt;?import javafx.scene.image.*?&gt; &lt;?import javafx.scene.layout.*?&gt; &lt;?import javafx.scene.text.*?&gt; &lt;StackPane opacity= 1.0 prefHeight= 700.0 prefWidth= 1024.0 xmlns:fx= http://javafx.com/fxml/1 xmlns= http://javafx.com/javafx/2.2 fx:controller= engine.scene.ctrler &gt; &lt;children&gt; &lt;ImageView fitHeight= 701.7022094726562 fitWidth= 1235.874704009025 pickOnBounds= true preserveRatio= true visible= true StackPane.alignment= CENTER &gt; &lt;effect&gt; &lt;Glow level= 0.9371069182389937 /&gt; &lt;/effect&gt; &lt;image&gt; &lt;Image url= @../../../resources/img/bg.jpg /&gt; &lt;/image&gt;&lt;/ImageView&gt;&lt;/children&gt;&lt;/stackpane&gt; </code></pre> <p>and i want to change width and height of my imageView any time my scene size changed .i know i should use this</p> <pre><code> stage.widthProperty().addListener(new ChangeListener() { @Override public void changed(ObservableValue ov Object t Object t1) { myImageView.setFitWidth(stage.getWidth()); } }); </code></pre> <p>but i don't know how i can get ImageView from fxml file</p>,23403299,1,0,,4/30/2014 22:04:37,,5/1/2014 10:27:37,,,,user2768684,,,1,1,java|javafx|fxml|scenebuilder,1423
512983,WPF How to use the same template,<p>Well how do i use a template on the TextBox and the PasswordBox atm i have 2 templates defined but thay contain exactly the same content....</p>,513005,1,0,,2/4/2009 19:48:42,,2/4/2009 20:02:46,,,,Petoj,58553,,1,2,.net|wpf|templates,140
1005871,How to remove windows user account folder using C#?,<p>I have application which creates some windows user accounts on uninstallation I remove the Windows User Account but the folder for that user remains there (For example C:\Documents and Settings\UserName\ </p> <p>How can I remove that folder using C#?</p> <p>Thanks</p>,1005909,1,0,,6/17/2009 8:47:17,,6/17/2009 8:55:59,,,,Mark,,,1,2,c#|windows,941
8775395,Lookup Class In LINQ What is the underlying data structure?,<p>What is the underlying data structure of the Lookup Class In LINQ ? Is it a Hash Table?</p>,8775465,1,0,,1/8/2012 4:31:42,,1/8/2012 4:50:05,,,,user890229,,,1,3,.net|linq|algorithm|data-structures|.net-4.0,167
18704474,Annotations for Hibernate lookup table/type?,<p>I am trying to use Hibernate with <code>hbm2ddl.auto</code> set to <code>validate</code> so that Hibernate must respect my DB schema instead of auto-generating tables around my Java classes.</p> <p>A lot of my tables are so-called lookup or reference tables that essentially consist of <code>id</code> <code>name</code> and <code>tag</code> fields:</p> <pre><code>credit_card_types credit_card_type_id Ex: 12 credit_card_type_name Ex: Visa credit_card_type_tag Ex: VISA payment_types payment_type_id Ex: 2 payment_type_name Ex: Google Checkout payment_type_tag EX: GOOGLE_CHECKOUT etc. </code></pre> <p>I'd like to model these as follows:</p> <pre><code>public class BaseLookup { private Long id; private String name; private String tag; // ...getters setters and ctors etc. } public class CreditCardTypes extends BaseLookup { // .. perhaps a few other fields methods etc... } public class PaymentTypes extends BaseLookup { // .. perhaps a few other fields methods etc... } </code></pre> <p>The problem is I don't want Hibernate to search for (validate against) a <code>lookups</code> table: I want it to validate aginst 2 lookup tables called <code>credit_card_types</code> and <code>payment_types</code> respectively.</p> <p><strong>What annotations/configs do I need to allow this type of Java inheritance but to only create my 2 lookup tables (and not 3)?</strong> Thanks in advance!</p>,18705300,1,1,,9/9/2013 18:19:55,,9/9/2013 19:50:36,,,,user1768830,,,1,0,java|hibernate|inheritance|orm|lookup-tables,1041
863760,Using aspnet_regsql.exe to set up Windows Authentication on an already matured database,<p>I have a database (using Microsoft SQL Server Management Studio Express) that is currently being used quite heavily in a functioning application. I am porting this application over to Windows Authentication rather than the current basic authentication system (or lack thereof) that exists.</p> <p>The easiest way that I know to set this up involves using the aspnet_reegsql.exe file to set up some tables for me. This obviously creates its basic tables such as dbo.aspnet_Roles dbo.aspnet_Users and dbo.aspnet_UsersInRoles.</p> <p>In the current database there exist tables named dbo.Users dbo.UserRole and dbo.UserRoleMapping. Many of the stored procedures that are written currently for this database rely on these tables.</p> <p>Is there any gentle way of settling in to the new tables that aspnet_regsql.exe will create? Possibly having it create the configurations on these existing table names rather than what it is hardwired to do?</p> <p>Thanks in advance :)</p>,865054,1,1,,5/14/2009 14:49:40,,5/14/2009 19:28:18,,,,Chris,,,1,0,asp.net|sql|vb.net|sql-server-2005,1558
4307305,File upload streaming in asp.net,<blockquote> <p><strong>Possible Duplicate:</strong><br> <a href= http://stackoverflow.com/questions/1046230/streaming-large-file-uploads-to-asp-net-mvc >Streaming large file uploads to ASP.NET MVC</a> </p> </blockquote> <p>To my understanding when a user upload a file to an asp.net (webforms or mvc) IIS buffers the file content to the memory and doesn't hit the application until all file content is received.<br> This isn't an issue for small files but for large files this is problem for obvious reasons. </p> <p>In WCF there is <code>transferMode= Streamed </code> binding configuration to allow the WCF service to receive the request as chunks.<br> Is there a configuration in IIS or asp.net that allows http streaming ?</p> <p>I'm using IIS 7 and asp.net mvc.</p>,4307356,1,1,,11/29/2010 19:32:44,,11/29/2010 19:39:48,,,,user434917,,,1,0,asp.net|asp.net-mvc|iis|file-upload,2351
10246929,using array_merge_recursive to merge arrays together but then only doing stuff with the new contents added to the array?,<p>If you found the title misleading sorry. I couldn't really come up with a good title for this question.</p> <p>I have two arrays that I'm merging together in a function:</p> <pre><code>$arr1['something']['secondary_something'][]= foo1 ; $arr1['something']['secondary_something'][]= foo2 ; $arr1['something']['secondary_something'][]= foo3 ; $arr2['something']['secondary_something'][]= foo4 ; $arr2['something']['secondary_something'][]= foo5 ; function something($array_ $array_new) { $array=array_merge_recursive($array_$array_new); // to combine/merge both arrays print_r($array);//debugg } </code></pre> <p>Now that function simply prints this (which is all good):</p> <pre><code>Array ( [something] =&gt; Array ( [secondary_something] =&gt; Array ( [0] =&gt; foo1 [1] =&gt; foo2 [2] =&gt; foo3 [3] =&gt; foo4 [4] =&gt; foo5 ) ) ) </code></pre> <p>But I need to work with the new data that has been merged to the primary array. So I need to work <code>$arr2</code> but only once it has been merged with <code>$arr1</code>. </p> <p>When I say I need to work with the new data  <code>var_export()</code> is one of the things I need to do with the array. </p> <p>If I simply do a <code>echo var_export($array_newtrue);</code> I get this:</p> <pre><code>array ( 'something' =&gt; array ( 'secondary_something' =&gt; array ( 0 =&gt; 'foo4' 1 =&gt; 'foo5' ) ) ) </code></pre> <p>When I need this:</p> <pre><code>array ( 'something' =&gt; array ( 'secondary_something' =&gt; array ( 3 =&gt; 'foo4' 4 =&gt; 'foo5' ) ) ) </code></pre> <p>^^ Notice how the array keys are 3 and 4 not 1 and 2. Because it has been merged with the primary array (<code>$arr1</code>).</p> <p>Hope you guys understand what I'm trying to do.</p> <p>Any ideas?</p> <p>Thanks xD</p>,10247045,1,1,,4/20/2012 13:11:13,,4/20/2012 13:39:46,,,,user849137,,,1,0,php|arrays|array-merge,90
26511838,c++ how to write a newline into CURLOPT_,<p>I have tried all the obvious methods to write a newline at the end of the file at the end of the loop from a CURLOPT_ stream. I do not get an error but also no newline is ever written. How to you insert a newline into CURLOPT_ ?</p> <pre><code>#include &lt;iostream&gt; #include &lt;stdio.h&gt; #include &lt;curl/curl.h&gt; size_t write_data(void *ptr size_t size size_t nmemb FILE *stream) { size_t written; written = fwrite(ptr size nmemb stream); return written; } int main(void) { CURL *curl; CURLcode res; curl = curl_easy_init(); if(curl) { curl_easy_setopt(curl CURLOPT_URL http://pubapi.cryptsy.com/api.php?method=singlemarketdata&amp;marketid=155 ); /* Perform the request res will get the return code */ res = curl_easy_perform(curl); /* Check for errors */ if(res != CURLE_OK) fprintf(stderr curl_easy_perform() failed: %s\n  curl_easy_strerror(res)); FILE * pFile; pFile = fopen ( /home/coinz/cryptsy/myfile.txt  a+ ); if (pFile!=NULL) { curl_easy_setopt(curl CURLOPT_WRITEFUNCTION write_data); curl_easy_setopt(curl CURLOPT_WRITEDATA pFile); res = curl_easy_perform(curl); std::cout &lt;&lt; pFile &lt;&lt; std::endl; //pFile &lt;&lt; \n\r ; fclose (pFile); } /* always cleanup */ curl_easy_cleanup(curl); } return 0; } </code></pre>,26511975,1,1,,10/22/2014 15:59:13,,10/22/2014 16:05:42,,,,user3766148,,,1,-1,c++|curl|libcurl|iostream,44
22818179,using the last updated specific table id and adding +1,<p>i'm new to coding and i'm doing a car dealership website. I'm doing a car info form with multiple selects and a image upload (ajax based got it on github). So i need to tie the images with the rest of the info about the car. My car info form has an auto increment id row in the database. So i'm trying to tie the images to the car by the cars id (i want every uploaded image to have the car id). I have this mysql insert code and i want to add the value of the last updated table id (from the car table) and add +1 to it. Is it a good idea? or should i go another way?</p> <p>Should i add it in the ####### space in the code below (i already added carID row and wrote it in the code)? </p> <p><code>Database: login table: masinos</code> and the image table: <code>files</code></p> <pre><code>protected function handle_file_upload($uploaded_file $name $size $type $error $index = null $content_range = null) { $file = parent::handle_file_upload( $uploaded_file $name $size $type $error $index $content_range ); if (empty($file-&gt;error)) { $sql = 'INSERT INTO `'.$this-&gt;options['db_table'] .'` (`carID``name` `size` `type` `title` `description`)' .' VALUES (#############? ? ? ? ?)'; $query = $this-&gt;db-&gt;prepare($sql); $query-&gt;bind_param( 'sisss' $file-&gt;name $file-&gt;size $file-&gt;type $file-&gt;title $file-&gt;description ); $query-&gt;execute(); $file-&gt;id = $this-&gt;db-&gt;insert_id; } return $file; } </code></pre>,22822456,1,2,,4/2/2014 16:59:02,,4/2/2014 20:34:47,,,,user1992567,,,1,0,php|mysql|auto-increment|image-uploading|mysql-insert-id,145
33669937,JavaScript style how to apply two classes,<p>Let's i describe my problem:</p> <p>I have a React component like below</p> <pre><code>import React from 'react'; class Question extends React.Component{ render(){ return &lt;div className= view fourth-effect &gt; &lt;a href={this.props.link} title= Full Image &gt; &lt;img src={this.props.image}/&gt; &lt;/a&gt; &lt;div className= mask &gt;&lt;/div&gt; &lt;span className='title'&gt;{this.props.title}&lt;/span&gt; &lt;span className='owner'&gt;{this.props.owner}&lt;/span&gt; &lt;/div&gt; } } Question.propTypes = { title: React.PropTypes.string.isRequired owner: React.PropTypes.string.isRequired image: React.PropTypes.string.isRequired link : React.PropTypes.string.isRequired }; Question.defaultProps = { title: 'none' owner: '-' image: '-' link : '-' }; export default Question </code></pre> <p>For styling i'm using css file. And now i'm interesting to use inline style with React but i've stuck... </p> <p>How i can apply two classes for an React element like i do in css</p> <pre><code>&lt;div className= view fourth-effect &gt; </code></pre> <p>just using JS object it should be something like this...</p> <pre><code>&lt;div style={Style.question}&gt; /*JS style object*/ </code></pre> <p>How to combine two classes using inline style in React?</p> <p>Thanks in advance!</p>,33670036,1,2,,11/12/2015 11:01:06,,11/12/2015 11:14:34,,,,user5548116,,,1,1,javascript|reactjs,61
11709611,Ivy.xml and how to configure,<p>So i just got internship at a firm and there we have to work with java. I have been a C guy all my life but i am familiar with the basic OOP fundamentals. Now there is a file <code>ivy.xml</code>.</p> <p>I asked someone what it was and how do i use it and I just got that it resolves all the dependencies in the code. Now can someone help me in understanding what it is what does one mean by the dependency resolution and how do i configure it to my uses?</p> <p>Maybe a simple example can help understanding more quickly.</p> <p>Thanks a tonne.</p>,11709680,1,2,,7/29/2012 13:27:49,,7/29/2012 13:38:24,,,,user1460557,,,1,1,java|ivy,73
22562582,Changing the position of Joomla 3.2 tags,<p>I have added some tags and linked these to an article. On the front end the tags appear on top (i.e. before) the article text. Instead I would like to display them at the bottom (i.e. after) the article.</p> <p>I assume I have to make an override of layouts/joomla/content/tags.php</p>,22562810,1,2,,3/21/2014 15:13:26,,3/21/2014 15:23:56,,,,user2933885,,,1,1,joomla|tags|override|joomla3.2,664
